,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
11,"Securities, commodity contracts, and investments",117288646634.00693,5230,Finance and insurance,-0.09845,0.34832,0.27024,0.46932,0.57368,0.55545,corporate,0.30910,2023
12,Insurance carriers and related activities,242704259872.50821,5240,Finance and insurance,-0.11431,0.34396,0.26437,0.46166,0.57083,0.55187,corporate,0.49445,2023
13,"Funds, trusts, and other financial vehicles",34266597922.83983,5250,Finance and insurance,-0.09362,0.35000,0.27235,0.47165,0.57479,0.55673,corporate,0.25994,2023
14,Ambulatory health care services,187676386627.50763,6210,Health care and social assistance,-0.09645,0.34911,0.27119,0.47028,0.57420,0.55603,corporate,0.49098,2023
15,Hospitals,476870658866.97443,622H,Health care and social assistance,-0.09670,0.34907,0.27113,0.47017,0.57418,0.55599,corporate,0.38451,2023
16,Nursing and residential care facilities,45367688456.41498,6230,Health care and social assistance,-0.09560,0.34941,0.27157,0.47070,0.57439,0.55626,corporate,0.40061,2023
17,Social assistance,32821172821.90539,6240,Health care and social assistance,-0.09459,0.34960,0.27187,0.47119,0.57452,0.55644,corporate,0.38508,2023
18,Publishing industries (including software),205722166039.38168,5110,Information,-0.18798,0.32170,0.23541,0.42606,0.55627,0.53423,corporate,0.59557,2023
19,Motion picture and sound recording industries,275276728520.28156,5120,Information,-0.19985,0.31618,0.22895,0.42033,0.55266,0.53029,corporate,0.61753,2023
20,Broadcasting and telecommunications,1290508619097.38721,5130,Information,-0.11049,0.34478,0.26557,0.46350,0.57137,0.55260,corporate,0.47788,2023
21,Information and data processing services,118194411065.82817,5140,Information,-0.18267,0.32445,0.23856,0.42863,0.55807,0.53615,corporate,0.69818,2023
22,Management of companies and enterprises,424413204161.25208,5500,Management of companies and enterprises,-0.11571,0.34362,0.26389,0.46098,0.57061,0.55158,corporate,0.37802,2023
23,"Food, beverage, and tobacco products",382744557829.31506,311A,Manufacturing,-0.07350,0.35441,0.27883,0.48137,0.57767,0.56068,corporate,0.41208,2023
24,Textile mills and textile product mills,39763433351.20227,313T,Manufacturing,-0.07966,0.35309,0.27687,0.47840,0.57681,0.55949,corporate,0.43664,2023
25,Apparel and leather and allied products,23802489966.32124,315A,Manufacturing,-0.04567,0.36156,0.28878,0.49482,0.58234,0.56674,corporate,0.29616,2023
26,Wood products,45996624948.83839,3210,Manufacturing,-0.07467,0.35427,0.27856,0.48081,0.57758,0.56051,corporate,0.36274,2023
27,Paper products,129541595783.22841,3220,Manufacturing,-0.09214,0.34933,0.27193,0.47237,0.57435,0.55648,corporate,0.49110,2023
28,Printing and related support activities,49933189821.24265,3230,Manufacturing,-0.10288,0.34642,0.26798,0.46718,0.57244,0.55407,corporate,0.53368,2023
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.07922,0.35324,0.27706,0.47861,0.57690,0.55960,corporate,0.28997,2023
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.44847,0.56357,0.54372,corporate,0.53708,2023
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.47556,0.57522,0.55771,corporate,0.47331,2023
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.47502,0.57555,0.55790,corporate,0.36581,2023
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.48253,0.57831,0.56140,corporate,0.43497,2023
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.47982,0.57710,0.55996,corporate,0.46657,2023
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.47216,0.57352,0.55576,corporate,0.46578,2023
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.42645,0.55695,0.53489,corporate,0.59129,2023
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.47493,0.57442,0.55695,corporate,0.39817,2023
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.46099,0.56971,0.55084,corporate,0.50808,2023
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.47789,0.57541,0.55825,corporate,0.38653,2023
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.47828,0.57637,0.55910,corporate,0.41218,2023
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.46383,0.57002,0.55152,corporate,0.46717,2023
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.47159,0.57475,0.55669,corporate,0.58703,2023
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.47488,0.57586,0.55814,corporate,0.42548,2023
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.47274,0.57506,0.55714,corporate,0.60207,2023
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.46924,0.57368,0.55543,corporate,0.34653,2023
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.46927,0.57385,0.55558,corporate,0.49829,2023
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.43804,0.56107,0.54007,corporate,0.62578,2023
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.43804,0.56185,0.54075,corporate,0.61504,2023
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.47185,0.57486,0.55683,corporate,0.06752,2023
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.47217,0.57496,0.55696,corporate,0.66400,2023
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.48680,0.57991,0.56341,corporate,0.26425,2023
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.47203,0.57490,0.55689,corporate,0.56302,2023
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.47167,0.57479,0.55674,corporate,0.33984,2023
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.47206,0.57492,0.55691,corporate,0.53974,2023
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.47158,0.57474,0.55668,corporate,0.62503,2023
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.47169,0.57480,0.55675,corporate,0.49094,2023
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.47160,0.57477,0.55671,corporate,0.46654,2023
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.47170,0.57475,0.55671,corporate,0.44501,2023
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.47213,0.57491,0.55691,corporate,0.35967,2023
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.47208,0.57493,0.55692,corporate,0.40961,2023
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.50106,0.58474,0.56976,corporate,0.27086,2023
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.23419,0.30293,0.18957,0.59840,0.40030,0.44211,non-corporate,0.31802,2023
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.23143,0.30393,0.19086,0.59929,0.40116,0.44300,non-corporate,0.47780,2023
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.26984,0.28934,0.17217,0.58680,0.38861,0.43014,non-corporate,0.64381,2023
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.23394,0.30300,0.18966,0.59848,0.40036,0.44218,non-corporate,0.45614,2023
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.19384,0.31770,0.20874,0.61153,0.41301,0.45531,non-corporate,0.26229,2023
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.23216,0.30368,0.19053,0.59906,0.40094,0.44278,non-corporate,0.14746,2023
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.29604,0.27879,0.15889,0.57827,0.37954,0.42099,non-corporate,0.54466,2023
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.23315,0.30331,0.19006,0.59873,0.40063,0.44245,non-corporate,0.39752,2023
70,Construction,416883328410.43872,2300,Construction,-0.22215,0.30728,0.19523,0.60231,0.40404,0.44601,non-corporate,0.30573,2023
71,Educational services,223504007264.40912,6100,Educational services,-0.24457,0.29891,0.18444,0.59502,0.39684,0.43858,non-corporate,0.42496,2023
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.23008,0.30432,0.19141,0.59973,0.40149,0.44338,non-corporate,0.56133,2023
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.23048,0.30408,0.19114,0.59960,0.40129,0.44319,non-corporate,0.24366,2023
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.25672,0.29430,0.17853,0.59107,0.39287,0.43451,non-corporate,0.52295,2023
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.23383,0.30306,0.18974,0.59851,0.40042,0.44223,non-corporate,0.28768,2023
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.23778,0.30152,0.18777,0.59723,0.39908,0.44088,non-corporate,0.56039,2023
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.23804,0.30144,0.18766,0.59714,0.39902,0.44080,non-corporate,0.45436,2023
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.23673,0.30195,0.18831,0.59757,0.39946,0.44125,non-corporate,0.47241,2023
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.23663,0.30196,0.18833,0.59760,0.39946,0.44126,non-corporate,0.43310,2023
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.32917,0.26611,0.14271,0.56749,0.36863,0.40985,non-corporate,0.58160,2023
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.35581,0.25476,0.12864,0.55882,0.35886,0.40017,non-corporate,0.66895,2023
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.25177,0.29596,0.18074,0.59268,0.39430,0.43603,non-corporate,0.53401,2023
83,Information and data processing services,9622690880.85332,5140,Information,-0.33462,0.26500,0.14094,0.56571,0.36767,0.40864,non-corporate,0.71332,2023
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.25859,0.29358,0.17762,0.59046,0.39226,0.43388,non-corporate,0.43986,2023
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.20190,0.31437,0.20456,0.60890,0.41014,0.45243,non-corporate,0.41887,2023
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.21278,0.31049,0.19948,0.60536,0.40680,0.44894,non-corporate,0.47210,2023
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.18319,0.32126,0.21350,0.61499,0.41607,0.45858,non-corporate,0.33355,2023
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21186,0.31077,0.19987,0.60566,0.40704,0.44920,non-corporate,0.40387,2023
89,Paper products,18990987477.15243,3220,Manufacturing,-0.22606,0.30527,0.19285,0.60104,0.40231,0.44437,non-corporate,0.52528,2023
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.23942,0.30027,0.18640,0.59669,0.39801,0.43993,non-corporate,0.57656,2023
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.21246,0.31060,0.19963,0.60547,0.40690,0.44904,non-corporate,0.34321,2023
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.28340,0.28200,0.16357,0.58238,0.38229,0.42421,non-corporate,0.57182,2023
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.21382,0.30959,0.19852,0.60503,0.40603,0.44828,non-corporate,0.47839,2023
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.22049,0.30756,0.19572,0.60285,0.40428,0.44635,non-corporate,0.40262,2023
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.19953,0.31544,0.20587,0.60968,0.41106,0.45334,non-corporate,0.45546,2023
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.20760,0.31222,0.20179,0.60705,0.40829,0.45053,non-corporate,0.48681,2023
97,Machinery,44994036766.64782,3330,Manufacturing,-0.21770,0.30775,0.19629,0.60376,0.40444,0.44674,non-corporate,0.45312,2023
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.33855,0.26318,0.13875,0.56444,0.36611,0.40713,non-corporate,0.62764,2023
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21444,0.30887,0.19778,0.60482,0.40541,0.44776,non-corporate,0.40302,2023
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.25002,0.29593,0.18097,0.59324,0.39428,0.43619,non-corporate,0.51826,2023
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20645,0.31185,0.20163,0.60742,0.40797,0.45041,non-corporate,0.37384,2023
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.21074,0.31089,0.20014,0.60603,0.40715,0.44939,non-corporate,0.43987,2023
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.23867,0.29945,0.18577,0.59694,0.39731,0.43950,non-corporate,0.47249,2023
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.23478,0.30271,0.18928,0.59820,0.40011,0.44191,non-corporate,0.65794,2023
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.23002,0.30443,0.19152,0.59975,0.40159,0.44346,non-corporate,0.44755,2023
106,Support activities for mining,25044165259.49403,2130,Mining,-0.23381,0.30299,0.18967,0.59852,0.40035,0.44218,non-corporate,0.65969,2023
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.24184,0.29988,0.18571,0.59591,0.39768,0.43946,non-corporate,0.42424,2023
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.24016,0.30066,0.18665,0.59645,0.39834,0.44011,non-corporate,0.55368,2023
